submission_date,genero,edad,donde_vivis,opinion_cuarentena,home_office,act_original,opinion_circulacion,circulacion_abierta,submitter,filepath,act_limpia,circ_limpia,Profesion
01/07/2020,Mujer,Entre 46 y 55 años,neuquen,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial","vivero municipal de villa la angostura, provincia del neuquen.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"de ser necesario se debe poder circular entre provincias...con todos los protocolos de seguridad y sentido comun, obvio",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['vivero', 'municipal', 'de', 'villa', 'la', 'angostura', 'provincia', 'del', 'neuquen']","['de', 'ser', 'necesario', 'se', 'debe', 'poder', 'circular', 'entre', 'provincias', 'con', 'todos', 'los', 'protocolos', 'de', 'seguridad', 'y', 'sentido', 'común', 'obvio']",jardinero
01/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 56 y 65 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",salud,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,con barbijo y distsnciamiento social no hay problema,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,['salud'],"['con', 'barbijo', 'y', 'distsnciamiento', 'social', 'no', 'hay', 'problema']",personal de salud
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",peluqueria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,['peluqueria'],,peluqueria
01/07/2020,Mujer,Entre 56 y 65 años,santa fe,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",yo trabajo en rosario. aqui en salta no trabajo,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,hay mayor riesgo.,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['yo', 'trabajo', 'en', 'rosario', 'aqui', 'en', 'salta', 'no', 'trabajo']","['hay', 'mayor', 'riesgo']",
01/07/2020,Mujer,Entre 56 y 65 años,santa fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es necesario para el abastecimiento.,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['es', 'necesario', 'para', 'el', 'abastecimiento']",ama de casa
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",empleada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,en lugares donde no hay circulacion de virus se tendria que dejar circular. ya cada uno aprendio como cuidarse y cuidar a su semejante. ademas hasta que no haya una vacuna nos vamos a contagiar indefectiblemente.,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,['empleada'],"['en', 'lugares', 'donde', 'no', 'hay', 'circulación', 'de', 'virus', 'se', 'tendría', 'que', 'dejar', 'circular', 'ya', 'cada', 'uno', 'aprendió', 'como', 'cuidarse', 'y', 'cuidar', 'a', 'su', 'semejante', 'además', 'hasta', 'que', 'no', 'haya', 'una', 'vacuna', 'nos', 'vamos', 'a', 'contagiar', 'indefectiblemente']",
01/07/2020,Mujer,Entre 46 y 55 años,tierra del fuego,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",esencial,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,['esencial'],,
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",hola soy peluquera desde marzo no trabajo no me dieron ife ni credito monotributista alguien me puede decir como sigo ??,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['hola', 'soy', 'peluquera', 'desde', 'marzo', 'no', 'trabajo', 'no', 'me', 'dieron', 'ife', 'ni', 'credito', 'monotributista', 'alguien', 'me', 'puede', 'decir', 'como', 'sigo']",,peluqueria
01/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,habria que esperar,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['habría', 'que', 'esperar']",ama de casa
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,trabajo por hora desde q empezo la  cuarentena no puedo trabajar soy pensionada no contributiva con lo q cobro de la pension pago mi alquiler de 13.000 pesos mis hijos me ayudan con lo q pueden con la luz y el gas ya q cada uno tienen sus hogares gracias a dios no me falta el alimento estoy en mi casa con mis 3 hijos adolecentes estamos en casa todo el tiemo y salimos si es necesario nis cudamos mucho,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,es muy arriesgado para los provincianos y son de bajos recursos algunos,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'por', 'hora', 'desde', 'q', 'empezo', 'la', 'cuarentena', 'no', 'puedo', 'trabajar', 'soy', 'pensionada', 'no', 'contributiva', 'con', 'lo', 'q', 'cobro', 'de', 'la', 'pension', 'pago', 'mi', 'alquiler', 'de', '13', '000', 'pesos', 'mis', 'hijos', 'me', 'ayudan', 'con', 'lo', 'q', 'pueden', 'con', 'la', 'luz', 'y', 'el', 'gas', 'ya', 'q', 'cada', 'uno', 'tienen', 'sus', 'hogares', 'gracias', 'a', 'dios', 'no', 'me', 'falta', 'el', 'alimento', 'estoy', 'en', 'mi', 'casa', 'con', 'mis', '3', 'hijos', 'adolecentes', 'estamos', 'en', 'casa', 'todo', 'el', 'tiemo', 'y', 'salimos', 'si', 'es', 'necesario', 'nis', 'cudamos', 'mucho']","['es', 'muy', 'arriesgado', 'para', 'los', 'provincianos', 'y', 'son', 'de', 'bajos', 'recursos', 'algunos']",jubilado
02/07/2020,Mujer,Entre 46 y 55 años,chaco,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","soy estudiante y ama de casa, pero no pude seguir por falta de internet en mi casa",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"no me parece seguro circulacion entre provincias , ya que hay provincias que se encuentran libres de infectados, y provincias que no, estarian esparciendo el virus. y esta seri muy peligroso",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,estudiante,"['no', 'me', 'parece', 'seguro', 'circulación', 'entre', 'provincias', 'ya', 'que', 'hay', 'provincias', 'que', 'se', 'encuentran', 'libres', 'de', 'infectados', 'y', 'provincias', 'que', 'no', 'estarían', 'esparciendo', 'el', 'virus', 'y', 'está', 'seri', 'muy', 'peligroso']",estudiante
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 46 y 55 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",venta de productos varios,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,la actividad debe comenzar a normalizarse con los debidos cuidados y siguiendo las recomendaciones sanitarias,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['venta', 'de', 'productos', 'varios']","['la', 'actividad', 'debe', 'comenzar', 'a', 'normalizarse', 'con', 'los', 'debidos', 'cuidados', 'y', 'siguiendo', 'las', 'recomendaciones', 'sanitarias']",comerciante
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,"vivo a costilla de mi hijo,el cual es repositor de un supermercado,tiene cuatro hijos,le sacaron horas de trabajo.y encima yo!x que a mi ni me dejan trabajar el gobierno este de mierda. verguenza !![?] me da que mi hijo me tenga que mantener a mi,pudiendo yo trabajar. ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['vivo', 'a', 'costilla', 'de', 'mi', 'hijo', 'el', 'cual', 'es', 'repositor', 'de', 'un', 'supermercado', 'tiene', 'cuatro', 'hijos', 'le', 'sacaron', 'horas', 'de', 'trabajo', 'y', 'encima', 'yo', 'x', 'que', 'a', 'mi', 'ni', 'me', 'dejan', 'trabajar', 'el', 'gobierno', 'este', 'de', 'mierda', 'verguenza', 'me', 'da', 'que', 'mi', 'hijo', 'me', 'tenga', 'que', 'mantener', 'a', 'mi', 'pudiendo', 'yo', 'trabajar']",,desempleado
02/07/2020,Mujer,Entre 56 y 65 años,misiones,,,ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,el virus esta en la calle.. y lo unico que nos salva del contagio es el aislamiento,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['el', 'virus', 'está', 'en', 'la', 'calle', 'y', 'lo', 'único', 'que', 'nos', 'salva', 'del', 'contagio', 'es', 'el', 'aislamiento']",ama de casa
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",soy contadora publica. nos organizamos para recibir y retirar documentacion,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"se puede evitar, sino se debe extremar el control",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,contador,"['se', 'puede', 'evitar', 'sino', 'se', 'debe', 'extremar', 'el', 'control']",contador
02/07/2020,Mujer,Entre 46 y 55 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 56 y 65 años,cordoba,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",soy concejal,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"siempre que no sea el chaco y el ambas ,esta todo bien",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'concejal']","['siempre', 'que', 'no', 'sea', 'el', 'chaco', 'y', 'el', 'ambas', 'está', 'todo', 'bien']",concejal
02/07/2020,Mujer,Entre 56 y 65 años,santa fe,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,docente jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,hasta que no pase el invierno no deberia haber libre circulacion,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['docente', 'jubilada']","['hasta', 'que', 'no', 'pase', 'el', 'invierno', 'no', 'debería', 'haber', 'libre', 'circulación']",profesor
02/07/2020,Mujer,Entre 56 y 65 años,chubut,,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",institucion social y deportiva,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,esta bien siempre que se cumpla con los protocolos,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['institucion', 'social', 'y', 'deportiva']","['esta', 'bien', 'siempre', 'que', 'se', 'cumpla', 'con', 'los', 'protocolos']",
02/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",trabajo en.un hpi,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,solo debe ser para esenciales,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'en', 'un', 'hpi']","['solo', 'debe', 'ser', 'para', 'esenciales']",
02/07/2020,Mujer,Entre 46 y 55 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",medico,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,debe mantenerse control de la gente que va a provincia sin o con poco covid,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,medico,"['debe', 'mantenerse', 'control', 'de', 'la', 'gente', 'que', 'va', 'a', 'provincia', 'sin', 'o', 'con', 'poco', 'covid']",medico
02/07/2020,Mujer,Entre 46 y 55 años,la pampa,La cuarentena ya no es tan necesaria,No trabajo ni estudio,sin trabajo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,si una persona que este en cordoba que hay casos alla ejemplo quiere viajar a la pampa tendria que hacer la cuarentena alla y dejarla entrar a la pampa no cortar que no pase nadie,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['sin', 'trabajo']","['si', 'una', 'persona', 'que', 'este', 'en', 'córdoba', 'que', 'hay', 'casos', 'alla', 'ejemplo', 'quiere', 'viajar', 'a', 'la', 'pampa', 'tendría', 'que', 'hacer', 'la', 'cuarentena', 'allá', 'y', 'dejarla', 'entrar', 'a', 'la', 'pampa', 'no', 'cortar', 'que', 'no', 'pase', 'nadie']",desempleado
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",empleada domestica,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,que esta bien si hay control,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,empleada domestica,"['que', 'esta', 'bien', 'si', 'hay', 'control']",empleada domestica
02/07/2020,Mujer,Entre 56 y 65 años,neuquen,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","soy jubilada pero trabajo en una empresa como vendedora de productos para el bienestar fisico, emocional.",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"creo que en estos momentos no se puede circular entre todas las provincias, solo entre las que no tienen casos de coronavirus.",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,fisico,"['creo', 'que', 'en', 'estos', 'momentos', 'no', 'se', 'puede', 'circular', 'entre', 'todas', 'las', 'provincias', 'solo', 'entre', 'las', 'que', 'no', 'tienen', 'casos', 'de', 'coronavirus']",jubilado
02/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 46 y 55 años,mendoza,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial","tengo mucho miedo....se de microbiologia...y esto me trastorna, aun teniendo todos los cuidados.....aqui, en mendoza, el virus circula, porque se perdio el nexo...dios nos ampare!!!!amen!!!!!!!",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"nos hemos quedado sin nexos..... cerrar todas las fronteras,  seria un paliativo, ante un ser tan mortal!!!!!!!!!!!!!",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['tengo', 'mucho', 'miedo', 'se', 'de', 'microbiologia', 'y', 'esto', 'me', 'trastorna', 'aun', 'teniendo', 'todos', 'los', 'cuidados', 'aqui', 'en', 'mendoza', 'el', 'virus', 'circula', 'porque', 'se', 'perdio', 'el', 'nexo', 'dios', 'nos', 'ampare', 'amen']","['nos', 'hemos', 'quedado', 'sin', 'nexos', 'cerrar', 'todas', 'las', 'fronteras', 'seria', 'un', 'paliativo', 'ante', 'un', 'ser', 'tan', 'mortal']",
02/07/2020,Mujer,Entre 56 y 65 años,santa fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,docente jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"la capital federal manejo y maneja muy mal la cuarentena, sin controles en geriatricos y sin insumos al personal de salud, eso explica la escalada de casos y muertes....ademas flexibilizo demasiado las actividades, a pesar de lo visto en otros paises, en este marco me parece importante restringir al maximo posible la circulacion interprovincial.",,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,"['docente', 'jubilada']","['la', 'capital', 'federal', 'manejó', 'y', 'maneja', 'muy', 'mal', 'la', 'cuarentena', 'sin', 'controles', 'en', 'geriátricos', 'y', 'sin', 'insumos', 'al', 'personal', 'de', 'salud', 'eso', 'explica', 'la', 'escalada', 'de', 'casos', 'y', 'muertes', 'además', 'flexibilizó', 'demasiado', 'las', 'actividades', 'a', 'pesar', 'de', 'lo', 'visto', 'en', 'otros', 'países', 'en', 'este', 'marco', 'me', 'parece', 'importante', 'restringir', 'al', 'maximo', 'posible', 'la', 'circulación', 'interprovincial']",profesor
02/07/2020,Mujer,Entre 46 y 55 años,entre rios,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,66dc24a0-bfc4-11ea-9f59-9197db17f01d.csv,,,
